Model;Scenario;Region;Variable;Unit;2010;2030;2050
NTNU_LCA;BLUE_Map;LA;Iron|Gas w CCS|Construction;t Fe/MW;51.1765;51.3209;51.289
NTNU_LCA;BLUE_Map;LA;Cement|Gas w CCS|Construction;t cement/MW;16.2211;16.3031;16.2955
NTNU_LCA;BLUE_Map;LA;Aluminium|Gas w CCS|Operation;t Al/kWh;4.0343e-09;3.4854e-09;3.3015e-09
NTNU_LCA;BLUE_Map;LA;Copper|Gas w CCS|Operation;t Cu/kWh;3.2071e-09;2.7656e-09;2.6214e-09
NTNU_LCA;BLUE_Map;LA;Iron|Gas w CCS|Operation;t Fe/kWh;3.2222e-07;2.7731e-07;2.6279e-07
NTNU_LCA;BLUE_Map;LA;Cement|Gas w CCS|Operation;t cement/kWh;1.0236e-07;8.8174e-08;8.3524e-08
NTNU_LCA;BLUE_Map;LA;Aluminium|Gas w CCS|End-of-life;t Al/MW;0.00013507;0.00013631;0.00013523
NTNU_LCA;BLUE_Map;LA;Copper|Gas w CCS|End-of-life;t Cu/MW;7.3453e-05;7.3743e-05;7.3468e-05
NTNU_LCA;BLUE_Map;LA;Iron|Gas w CCS|End-of-life;t Fe/MW;0.098121;0.098027;0.097959
NTNU_LCA;BLUE_Map;LA;Cement|Gas w CCS|End-of-life;t cement/MW;0.0067271;0.0066895;0.0066626
NTNU_LCA;BLUE_Map;LA;Aluminium|Nuclear|Construction;t Al/MW;0.96482;0.96526;0.9649
NTNU_LCA;BLUE_Map;LA;Copper|Nuclear|Construction;t Cu/MW;1.4463;1.4464;1.4463
NTNU_LCA;BLUE_Map;LA;Iron|Nuclear|Construction;t Fe/MW;75.6368;75.6059;75.5823
NTNU_LCA;BLUE_Map;LA;Cement|Nuclear|Construction;t cement/MW;62.3245;62.3159;62.3069
NTNU_LCA;BLUE_Map;LA;Aluminium|Nuclear|Operation;t Al/kWh;6.0055e-09;6.0112e-09;6.0072e-09
NTNU_LCA;BLUE_Map;LA;Copper|Nuclear|Operation;t Cu/kWh;2.6065e-09;2.6078e-09;2.6069e-09
NTNU_LCA;BLUE_Map;LA;Iron|Nuclear|Operation;t Fe/kWh;1.8415e-07;1.8382e-07;1.8356e-07
NTNU_LCA;BLUE_Map;LA;Cement|Nuclear|Operation;t cement/kWh;1.7012e-07;1.7003e-07;1.6993e-07
NTNU_LCA;BLUE_Map;LA;Aluminium|Nuclear|End-of-life;t Al/MW;0.0052817;0.0052834;0.0052762
NTNU_LCA;BLUE_Map;LA;Copper|Nuclear|End-of-life;t Cu/MW;0.0043073;0.0043033;0.0042984
NTNU_LCA;BLUE_Map;LA;Iron|Nuclear|End-of-life;t Fe/MW;0.16422;0.16355;0.16307
NTNU_LCA;BLUE_Map;LA;Cement|Nuclear|End-of-life;t cement/MW;0.070139;0.069949;0.069777
NTNU_LCA;BLUE_Map;LA;Aluminium|Bio wo CCS, TAX30_begr_betr_ir|Construction;t Al/MW;1.173;1.1435;1.1286
NTNU_LCA;BLUE_Map;LA;Copper|Bio wo CCS, TAX30_begr_betr_ir|Construction;t Cu/MW;1.8272;1.7805;1.7579
NTNU_LCA;BLUE_Map;LA;Iron|Bio wo CCS, TAX30_begr_betr_ir|Construction;t Fe/MW;167.5168;163.1851;161.0917
NTNU_LCA;BLUE_Map;LA;Cement|Bio wo CCS, TAX30_begr_betr_ir|Construction;t cement/MW;54.7687;53.3544;52.6682
NTNU_LCA;BLUE_Map;LA;Aluminium|Bio wo CCS, TAX30_begr_betr_ir|Operation;t Al/kWh;3.8388e-08;2.8028e-08;2.7292e-08
NTNU_LCA;BLUE_Map;LA;Copper|Bio wo CCS, TAX30_begr_betr_ir|Operation;t Cu/kWh;4.1835e-08;2.6674e-08;2.9371e-08
NTNU_LCA;BLUE_Map;LA;Iron|Bio wo CCS, TAX30_begr_betr_ir|Operation;t Fe/kWh;2.4641e-06;1.5292e-06;1.8599e-06
NTNU_LCA;BLUE_Map;LA;Cement|Bio wo CCS, TAX30_begr_betr_ir|Operation;t cement/kWh;7.2732e-07;4.7617e-07;5.4615e-07
NTNU_LCA;BLUE_Map;LA;Aluminium|Bio wo CCS, TAX30_begr_betr_ir|End-of-life;t Al/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Copper|Bio wo CCS, TAX30_begr_betr_ir|End-of-life;t Cu/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Iron|Bio wo CCS, TAX30_begr_betr_ir|End-of-life;t Fe/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Cement|Bio wo CCS, TAX30_begr_betr_ir|End-of-life;t cement/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Aluminium|Bio w CCS, TAX30_begr_betr_ir|Construction;t Al/MW;1.72;1.6768;1.6549
NTNU_LCA;BLUE_Map;LA;Copper|Bio w CCS, TAX30_begr_betr_ir|Construction;t Cu/MW;2.6788;2.6103;2.5771
NTNU_LCA;BLUE_Map;LA;Iron|Bio w CCS, TAX30_begr_betr_ir|Construction;t Fe/MW;245.5438;239.1944;236.1257
NTNU_LCA;BLUE_Map;LA;Cement|Bio w CCS, TAX30_begr_betr_ir|Construction;t cement/MW;80.2805;78.2074;77.2015
NTNU_LCA;BLUE_Map;LA;Aluminium|Bio w CCS, TAX30_begr_betr_ir|Operation;t Al/kWh;4.4563e-08;3.26e-08;3.1745e-08
NTNU_LCA;BLUE_Map;LA;Copper|Bio w CCS, TAX30_begr_betr_ir|Operation;t Cu/kWh;4.8387e-08;3.0884e-08;3.3996e-08
NTNU_LCA;BLUE_Map;LA;Iron|Bio w CCS, TAX30_begr_betr_ir|Operation;t Fe/kWh;3.4604e-06;2.3654e-06;2.7394e-06
NTNU_LCA;BLUE_Map;LA;Cement|Bio w CCS, TAX30_begr_betr_ir|Operation;t cement/kWh;8.6832e-07;5.7764e-07;6.5803e-07
NTNU_LCA;BLUE_Map;LA;Aluminium|Bio w CCS, TAX30_begr_betr_ir|End-of-life;t Al/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Copper|Bio w CCS, TAX30_begr_betr_ir|End-of-life;t Cu/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Iron|Bio w CCS, TAX30_begr_betr_ir|End-of-life;t Fe/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Cement|Bio w CCS, TAX30_begr_betr_ir|End-of-life;t cement/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Aluminium|Bio wo CCS, TAX30_begr_betr_rf|Construction;t Al/MW;1.173;1.1435;1.1286
NTNU_LCA;BLUE_Map;LA;Copper|Bio wo CCS, TAX30_begr_betr_rf|Construction;t Cu/MW;1.8272;1.7805;1.7579
NTNU_LCA;BLUE_Map;LA;Iron|Bio wo CCS, TAX30_begr_betr_rf|Construction;t Fe/MW;167.5168;163.1851;161.0917
NTNU_LCA;BLUE_Map;LA;Cement|Bio wo CCS, TAX30_begr_betr_rf|Construction;t cement/MW;54.7687;53.3544;52.6682
NTNU_LCA;BLUE_Map;LA;Aluminium|Bio wo CCS, TAX30_begr_betr_rf|Operation;t Al/kWh;3.7982e-08;2.8686e-08;2.8327e-08
NTNU_LCA;BLUE_Map;LA;Copper|Bio wo CCS, TAX30_begr_betr_rf|Operation;t Cu/kWh;2.9571e-08;2.1282e-08;2.1167e-08
NTNU_LCA;BLUE_Map;LA;Iron|Bio wo CCS, TAX30_begr_betr_rf|Operation;t Fe/kWh;1.0932e-06;8.7421e-07;8.3145e-07
NTNU_LCA;BLUE_Map;LA;Cement|Bio wo CCS, TAX30_begr_betr_rf|Operation;t cement/kWh;4.2698e-07;3.3533e-07;3.2731e-07
NTNU_LCA;BLUE_Map;LA;Aluminium|Bio wo CCS, TAX30_begr_betr_rf|End-of-life;t Al/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Copper|Bio wo CCS, TAX30_begr_betr_rf|End-of-life;t Cu/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Iron|Bio wo CCS, TAX30_begr_betr_rf|End-of-life;t Fe/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Cement|Bio wo CCS, TAX30_begr_betr_rf|End-of-life;t cement/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Aluminium|Bio w CCS, TAX30_begr_betr_rf|Construction;t Al/MW;1.72;1.6768;1.6549
NTNU_LCA;BLUE_Map;LA;Copper|Bio w CCS, TAX30_begr_betr_rf|Construction;t Cu/MW;2.6788;2.6103;2.5771
NTNU_LCA;BLUE_Map;LA;Iron|Bio w CCS, TAX30_begr_betr_rf|Construction;t Fe/MW;245.5438;239.1944;236.1257
NTNU_LCA;BLUE_Map;LA;Cement|Bio w CCS, TAX30_begr_betr_rf|Construction;t cement/MW;80.2805;78.2074;77.2015
NTNU_LCA;BLUE_Map;LA;Aluminium|Bio w CCS, TAX30_begr_betr_rf|Operation;t Al/kWh;4.4095e-08;3.3359e-08;3.294e-08
NTNU_LCA;BLUE_Map;LA;Copper|Bio w CCS, TAX30_begr_betr_rf|Operation;t Cu/kWh;3.4229e-08;2.4659e-08;2.4525e-08
NTNU_LCA;BLUE_Map;LA;Iron|Bio w CCS, TAX30_begr_betr_rf|Operation;t Fe/kWh;1.878e-06;1.6093e-06;1.5522e-06
NTNU_LCA;BLUE_Map;LA;Cement|Bio w CCS, TAX30_begr_betr_rf|Operation;t cement/kWh;5.2162e-07;4.1506e-07;4.0542e-07
NTNU_LCA;BLUE_Map;LA;Aluminium|Bio w CCS, TAX30_begr_betr_rf|End-of-life;t Al/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Copper|Bio w CCS, TAX30_begr_betr_rf|End-of-life;t Cu/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Iron|Bio w CCS, TAX30_begr_betr_rf|End-of-life;t Fe/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Cement|Bio w CCS, TAX30_begr_betr_rf|End-of-life;t cement/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Aluminium|Bio wo CCS, TAX30_betr_rf|Construction;t Al/MW;1.173;1.1435;1.1286
NTNU_LCA;BLUE_Map;LA;Copper|Bio wo CCS, TAX30_betr_rf|Construction;t Cu/MW;1.8272;1.7805;1.7579
NTNU_LCA;BLUE_Map;LA;Iron|Bio wo CCS, TAX30_betr_rf|Construction;t Fe/MW;167.5168;163.1851;161.0917
NTNU_LCA;BLUE_Map;LA;Cement|Bio wo CCS, TAX30_betr_rf|Construction;t cement/MW;54.7687;53.3544;52.6682
NTNU_LCA;BLUE_Map;LA;Aluminium|Bio wo CCS, TAX30_betr_rf|Operation;t Al/kWh;6.9766e-08;5.0494e-08;5.2365e-08
NTNU_LCA;BLUE_Map;LA;Copper|Bio wo CCS, TAX30_betr_rf|Operation;t Cu/kWh;5.8816e-08;4.1365e-08;4.3466e-08
NTNU_LCA;BLUE_Map;LA;Iron|Bio wo CCS, TAX30_betr_rf|Operation;t Fe/kWh;1.714e-06;1.3041e-06;1.2593e-06
NTNU_LCA;BLUE_Map;LA;Cement|Bio wo CCS, TAX30_betr_rf|Operation;t cement/kWh;7.2201e-07;5.3744e-07;5.445e-07
NTNU_LCA;BLUE_Map;LA;Aluminium|Bio wo CCS, TAX30_betr_rf|End-of-life;t Al/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Copper|Bio wo CCS, TAX30_betr_rf|End-of-life;t Cu/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Iron|Bio wo CCS, TAX30_betr_rf|End-of-life;t Fe/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Cement|Bio wo CCS, TAX30_betr_rf|End-of-life;t cement/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Aluminium|Bio w CCS, TAX30_betr_rf|Construction;t Al/MW;1.72;1.6768;1.6549
NTNU_LCA;BLUE_Map;LA;Copper|Bio w CCS, TAX30_betr_rf|Construction;t Cu/MW;2.6788;2.6103;2.5771
NTNU_LCA;BLUE_Map;LA;Iron|Bio w CCS, TAX30_betr_rf|Construction;t Fe/MW;245.5438;239.1944;236.1257
NTNU_LCA;BLUE_Map;LA;Cement|Bio w CCS, TAX30_betr_rf|Construction;t cement/MW;80.2805;78.2074;77.2015
NTNU_LCA;BLUE_Map;LA;Aluminium|Bio w CCS, TAX30_betr_rf|Operation;t Al/kWh;8.0784e-08;5.8533e-08;6.0688e-08
NTNU_LCA;BLUE_Map;LA;Copper|Bio w CCS, TAX30_betr_rf|Operation;t Cu/kWh;6.7989e-08;4.7842e-08;5.0266e-08
NTNU_LCA;BLUE_Map;LA;Iron|Bio w CCS, TAX30_betr_rf|Operation;t Fe/kWh;2.5946e-06;2.1055e-06;2.0461e-06
NTNU_LCA;BLUE_Map;LA;Cement|Bio w CCS, TAX30_betr_rf|Operation;t cement/kWh;8.6219e-07;6.4836e-07;6.5613e-07
NTNU_LCA;BLUE_Map;LA;Aluminium|Bio w CCS, TAX30_betr_rf|End-of-life;t Al/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Copper|Bio w CCS, TAX30_betr_rf|End-of-life;t Cu/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Iron|Bio w CCS, TAX30_betr_rf|End-of-life;t Fe/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Cement|Bio w CCS, TAX30_betr_rf|End-of-life;t cement/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Aluminium|Bio wo CCS, TAX5_begr_betr_ir|Construction;t Al/MW;1.173;1.1435;1.1286
NTNU_LCA;BLUE_Map;LA;Copper|Bio wo CCS, TAX5_begr_betr_ir|Construction;t Cu/MW;1.8272;1.7805;1.7579
NTNU_LCA;BLUE_Map;LA;Iron|Bio wo CCS, TAX5_begr_betr_ir|Construction;t Fe/MW;167.5168;163.1851;161.0917
NTNU_LCA;BLUE_Map;LA;Cement|Bio wo CCS, TAX5_begr_betr_ir|Construction;t cement/MW;54.7687;53.3544;52.6682
NTNU_LCA;BLUE_Map;LA;Aluminium|Bio wo CCS, TAX5_begr_betr_ir|Operation;t Al/kWh;4.4633e-08;3.9035e-08;4.5728e-08
NTNU_LCA;BLUE_Map;LA;Copper|Bio wo CCS, TAX5_begr_betr_ir|Operation;t Cu/kWh;5.329e-08;4.3139e-08;6.4043e-08
NTNU_LCA;BLUE_Map;LA;Iron|Bio wo CCS, TAX5_begr_betr_ir|Operation;t Fe/kWh;3.2838e-06;2.5235e-06;4.3485e-06
NTNU_LCA;BLUE_Map;LA;Cement|Bio wo CCS, TAX5_begr_betr_ir|Operation;t cement/kWh;9.334e-07;7.4287e-07;1.1708e-06
NTNU_LCA;BLUE_Map;LA;Aluminium|Bio wo CCS, TAX5_begr_betr_ir|End-of-life;t Al/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Copper|Bio wo CCS, TAX5_begr_betr_ir|End-of-life;t Cu/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Iron|Bio wo CCS, TAX5_begr_betr_ir|End-of-life;t Fe/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Cement|Bio wo CCS, TAX5_begr_betr_ir|End-of-life;t cement/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Aluminium|Bio w CCS, TAX5_begr_betr_ir|Construction;t Al/MW;1.72;1.6768;1.6549
NTNU_LCA;BLUE_Map;LA;Copper|Bio w CCS, TAX5_begr_betr_ir|Construction;t Cu/MW;2.6788;2.6103;2.5771
NTNU_LCA;BLUE_Map;LA;Iron|Bio w CCS, TAX5_begr_betr_ir|Construction;t Fe/MW;245.5438;239.1944;236.1257
NTNU_LCA;BLUE_Map;LA;Cement|Bio w CCS, TAX5_begr_betr_ir|Construction;t cement/MW;80.2805;78.2074;77.2015
NTNU_LCA;BLUE_Map;LA;Aluminium|Bio w CCS, TAX5_begr_betr_ir|Operation;t Al/kWh;5.1772e-08;4.5306e-08;5.3027e-08
NTNU_LCA;BLUE_Map;LA;Copper|Bio w CCS, TAX5_begr_betr_ir|Operation;t Cu/kWh;6.161e-08;4.989e-08;7.4019e-08
NTNU_LCA;BLUE_Map;LA;Iron|Bio w CCS, TAX5_begr_betr_ir|Operation;t Fe/kWh;4.4066e-06;3.5131e-06;5.6121e-06
NTNU_LCA;BLUE_Map;LA;Cement|Bio w CCS, TAX5_begr_betr_ir|Operation;t cement/kWh;1.1062e-06;8.855e-07;1.3791e-06
NTNU_LCA;BLUE_Map;LA;Aluminium|Bio w CCS, TAX5_begr_betr_ir|End-of-life;t Al/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Copper|Bio w CCS, TAX5_begr_betr_ir|End-of-life;t Cu/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Iron|Bio w CCS, TAX5_begr_betr_ir|End-of-life;t Fe/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Cement|Bio w CCS, TAX5_begr_betr_ir|End-of-life;t cement/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Aluminium|Bio wo CCS, TAX5_begr_betr_rf|Construction;t Al/MW;1.173;1.1435;1.1286
NTNU_LCA;BLUE_Map;LA;Copper|Bio wo CCS, TAX5_begr_betr_rf|Construction;t Cu/MW;1.8272;1.7805;1.7579
NTNU_LCA;BLUE_Map;LA;Iron|Bio wo CCS, TAX5_begr_betr_rf|Construction;t Fe/MW;167.5168;163.1851;161.0917
NTNU_LCA;BLUE_Map;LA;Cement|Bio wo CCS, TAX5_begr_betr_rf|Construction;t cement/MW;54.7687;53.3544;52.6682
NTNU_LCA;BLUE_Map;LA;Aluminium|Bio wo CCS, TAX5_begr_betr_rf|Operation;t Al/kWh;3.7192e-08;3.3311e-08;3.4217e-08
NTNU_LCA;BLUE_Map;LA;Copper|Bio wo CCS, TAX5_begr_betr_rf|Operation;t Cu/kWh;2.8859e-08;2.547e-08;2.6487e-08
NTNU_LCA;BLUE_Map;LA;Iron|Bio wo CCS, TAX5_begr_betr_rf|Operation;t Fe/kWh;1.0731e-06;9.6971e-07;9.5297e-07
NTNU_LCA;BLUE_Map;LA;Cement|Bio wo CCS, TAX5_begr_betr_rf|Operation;t cement/kWh;4.1917e-07;3.78e-07;3.8158e-07
NTNU_LCA;BLUE_Map;LA;Aluminium|Bio wo CCS, TAX5_begr_betr_rf|End-of-life;t Al/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Copper|Bio wo CCS, TAX5_begr_betr_rf|End-of-life;t Cu/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Iron|Bio wo CCS, TAX5_begr_betr_rf|End-of-life;t Fe/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Cement|Bio wo CCS, TAX5_begr_betr_rf|End-of-life;t cement/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Aluminium|Bio w CCS, TAX5_begr_betr_rf|Construction;t Al/MW;1.72;1.6768;1.6549
NTNU_LCA;BLUE_Map;LA;Copper|Bio w CCS, TAX5_begr_betr_rf|Construction;t Cu/MW;2.6788;2.6103;2.5771
NTNU_LCA;BLUE_Map;LA;Iron|Bio w CCS, TAX5_begr_betr_rf|Construction;t Fe/MW;245.5438;239.1944;236.1257
NTNU_LCA;BLUE_Map;LA;Cement|Bio w CCS, TAX5_begr_betr_rf|Construction;t cement/MW;80.2805;78.2074;77.2015
NTNU_LCA;BLUE_Map;LA;Aluminium|Bio w CCS, TAX5_begr_betr_rf|Operation;t Al/kWh;4.3182e-08;3.8698e-08;3.974e-08
NTNU_LCA;BLUE_Map;LA;Copper|Bio w CCS, TAX5_begr_betr_rf|Operation;t Cu/kWh;3.3408e-08;2.9494e-08;3.0666e-08
NTNU_LCA;BLUE_Map;LA;Iron|Bio w CCS, TAX5_begr_betr_rf|Operation;t Fe/kWh;1.8548e-06;1.7195e-06;1.6925e-06
NTNU_LCA;BLUE_Map;LA;Cement|Bio w CCS, TAX5_begr_betr_rf|Operation;t cement/kWh;5.126e-07;4.6432e-07;4.6806e-07
NTNU_LCA;BLUE_Map;LA;Aluminium|Bio w CCS, TAX5_begr_betr_rf|End-of-life;t Al/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Copper|Bio w CCS, TAX5_begr_betr_rf|End-of-life;t Cu/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Iron|Bio w CCS, TAX5_begr_betr_rf|End-of-life;t Fe/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Cement|Bio w CCS, TAX5_begr_betr_rf|End-of-life;t cement/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Aluminium|Bio wo CCS, TAX5_betr_rf|Construction;t Al/MW;1.173;1.1435;1.1286
NTNU_LCA;BLUE_Map;LA;Copper|Bio wo CCS, TAX5_betr_rf|Construction;t Cu/MW;1.8272;1.7805;1.7579
NTNU_LCA;BLUE_Map;LA;Iron|Bio wo CCS, TAX5_betr_rf|Construction;t Fe/MW;167.5168;163.1851;161.0917
NTNU_LCA;BLUE_Map;LA;Cement|Bio wo CCS, TAX5_betr_rf|Construction;t cement/MW;54.7687;53.3544;52.6682
NTNU_LCA;BLUE_Map;LA;Aluminium|Bio wo CCS, TAX5_betr_rf|Operation;t Al/kWh;6.9994e-08;5.9456e-08;6.3638e-08
NTNU_LCA;BLUE_Map;LA;Copper|Bio wo CCS, TAX5_betr_rf|Operation;t Cu/kWh;5.908e-08;4.962e-08;5.3815e-08
NTNU_LCA;BLUE_Map;LA;Iron|Bio wo CCS, TAX5_betr_rf|Operation;t Fe/kWh;1.7037e-06;1.4622e-06;1.4604e-06
NTNU_LCA;BLUE_Map;LA;Cement|Bio wo CCS, TAX5_betr_rf|Operation;t cement/kWh;7.2249e-07;6.1777e-07;6.4576e-07
NTNU_LCA;BLUE_Map;LA;Aluminium|Bio wo CCS, TAX5_betr_rf|End-of-life;t Al/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Copper|Bio wo CCS, TAX5_betr_rf|End-of-life;t Cu/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Iron|Bio wo CCS, TAX5_betr_rf|End-of-life;t Fe/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Cement|Bio wo CCS, TAX5_betr_rf|End-of-life;t cement/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Aluminium|Bio w CCS, TAX5_betr_rf|Construction;t Al/MW;1.72;1.6768;1.6549
NTNU_LCA;BLUE_Map;LA;Copper|Bio w CCS, TAX5_betr_rf|Construction;t Cu/MW;2.6788;2.6103;2.5771
NTNU_LCA;BLUE_Map;LA;Iron|Bio w CCS, TAX5_betr_rf|Construction;t Fe/MW;245.5438;239.1944;236.1257
NTNU_LCA;BLUE_Map;LA;Cement|Bio w CCS, TAX5_betr_rf|Construction;t cement/MW;80.2805;78.2074;77.2015
NTNU_LCA;BLUE_Map;LA;Aluminium|Bio w CCS, TAX5_betr_rf|Operation;t Al/kWh;8.1048e-08;6.8878e-08;7.3701e-08
NTNU_LCA;BLUE_Map;LA;Copper|Bio w CCS, TAX5_betr_rf|Operation;t Cu/kWh;6.8293e-08;5.7371e-08;6.2212e-08
NTNU_LCA;BLUE_Map;LA;Iron|Bio w CCS, TAX5_betr_rf|Operation;t Fe/kWh;2.5827e-06;2.288e-06;2.2783e-06
NTNU_LCA;BLUE_Map;LA;Cement|Bio w CCS, TAX5_betr_rf|Operation;t cement/kWh;8.6274e-07;7.4109e-07;7.7301e-07
NTNU_LCA;BLUE_Map;LA;Aluminium|Bio w CCS, TAX5_betr_rf|End-of-life;t Al/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Copper|Bio w CCS, TAX5_betr_rf|End-of-life;t Cu/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Iron|Bio w CCS, TAX5_betr_rf|End-of-life;t Fe/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Cement|Bio w CCS, TAX5_betr_rf|End-of-life;t cement/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Aluminium|Bio wo CCS, TAX0_begr_betr_ir|Construction;t Al/MW;1.173;1.1435;1.1286
NTNU_LCA;BLUE_Map;LA;Copper|Bio wo CCS, TAX0_begr_betr_ir|Construction;t Cu/MW;1.8272;1.7805;1.7579
NTNU_LCA;BLUE_Map;LA;Iron|Bio wo CCS, TAX0_begr_betr_ir|Construction;t Fe/MW;167.517;163.1855;161.0919
NTNU_LCA;BLUE_Map;LA;Cement|Bio wo CCS, TAX0_begr_betr_ir|Construction;t cement/MW;54.7688;53.3545;52.6683
NTNU_LCA;BLUE_Map;LA;Aluminium|Bio wo CCS, TAX0_begr_betr_ir|Operation;t Al/kWh;4.3309e-08;3.6453e-08;4.0332e-08
NTNU_LCA;BLUE_Map;LA;Copper|Bio wo CCS, TAX0_begr_betr_ir|Operation;t Cu/kWh;4.8113e-08;3.6579e-08;4.6911e-08
NTNU_LCA;BLUE_Map;LA;Iron|Bio wo CCS, TAX0_begr_betr_ir|Operation;t Fe/kWh;2.795e-06;2.0002e-06;2.8245e-06
NTNU_LCA;BLUE_Map;LA;Cement|Bio wo CCS, TAX0_begr_betr_ir|Operation;t cement/kWh;8.2117e-07;6.1556e-07;8.1414e-07
NTNU_LCA;BLUE_Map;LA;Aluminium|Bio wo CCS, TAX0_begr_betr_ir|End-of-life;t Al/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Copper|Bio wo CCS, TAX0_begr_betr_ir|End-of-life;t Cu/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Iron|Bio wo CCS, TAX0_begr_betr_ir|End-of-life;t Fe/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Cement|Bio wo CCS, TAX0_begr_betr_ir|End-of-life;t cement/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Aluminium|Bio w CCS, TAX0_begr_betr_ir|Construction;t Al/MW;1.72;1.6768;1.6549
NTNU_LCA;BLUE_Map;LA;Copper|Bio w CCS, TAX0_begr_betr_ir|Construction;t Cu/MW;2.6788;2.6103;2.5771
NTNU_LCA;BLUE_Map;LA;Iron|Bio w CCS, TAX0_begr_betr_ir|Construction;t Fe/MW;245.544;239.1949;236.1261
NTNU_LCA;BLUE_Map;LA;Cement|Bio w CCS, TAX0_begr_betr_ir|Construction;t cement/MW;80.2805;78.2075;77.2016
NTNU_LCA;BLUE_Map;LA;Aluminium|Bio w CCS, TAX0_begr_betr_ir|Operation;t Al/kWh;5.0244e-08;4.2325e-08;4.6798e-08
NTNU_LCA;BLUE_Map;LA;Copper|Bio w CCS, TAX0_begr_betr_ir|Operation;t Cu/kWh;5.5634e-08;4.2318e-08;5.4242e-08
NTNU_LCA;BLUE_Map;LA;Iron|Bio w CCS, TAX0_begr_betr_ir|Operation;t Fe/kWh;3.8424e-06;2.909e-06;3.8528e-06
NTNU_LCA;BLUE_Map;LA;Cement|Bio w CCS, TAX0_begr_betr_ir|Operation;t cement/kWh;9.7665e-07;7.3854e-07;9.6739e-07
NTNU_LCA;BLUE_Map;LA;Aluminium|Bio w CCS, TAX0_begr_betr_ir|End-of-life;t Al/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Copper|Bio w CCS, TAX0_begr_betr_ir|End-of-life;t Cu/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Iron|Bio w CCS, TAX0_begr_betr_ir|End-of-life;t Fe/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Cement|Bio w CCS, TAX0_begr_betr_ir|End-of-life;t cement/MW;0;0;0
NTNU_LCA;BLUE_Map;LA;Aluminium|Bio wo CCS, TAX0_begr_betr_rf|Construction;t Al/MW;1.173;1.1435;1.1286
NTNU_LCA;BLUE_Map;LA;Copper|Bio wo CCS, TAX0_begr_betr_rf|Construction;t Cu/MW;1.8272;1.7805;1.7579
NTNU_LCA;BLUE_Map;LA;Iron|Bio wo CCS, TAX0_begr_betr_rf|Construction;t Fe/MW;167.517;163.1855;161.0919
