Model;Scenario;Region;Variable;Unit;2010;2030;2050
NTNU_LCA;Baseline;EIT;Energy service requirements|Bio wo CCS, residue|Operation|Iron;t/kWh;1.9251e-06;1.8752e-06;1.8511e-06
NTNU_LCA;Baseline;EIT;Energy service requirements|Bio wo CCS, residue|Operation|Cement;t/kWh;5.8359e-07;5.6849e-07;5.6112e-07
NTNU_LCA;Baseline;EIT;Energy service requirements|Bio wo CCS, residue|End-of-life|Iron;t/MW;0;0;0
NTNU_LCA;Baseline;EIT;Energy service requirements|Bio wo CCS, residue|End-of-life|Cement;t/MW;0;0;0
NTNU_LCA;Baseline;EIT;Energy service requirements|Bio w CCS, residue|Construction|Iron;t/MW;245.512;239.2055;236.1694
NTNU_LCA;Baseline;EIT;Energy service requirements|Bio w CCS, residue|Construction|Cement;t/MW;80.2548;78.194;77.2005
NTNU_LCA;Baseline;EIT;Energy service requirements|Bio w CCS, residue|Operation|Iron;t/kWh;2.8397e-06;2.7662e-06;2.7308e-06
NTNU_LCA;Baseline;EIT;Energy service requirements|Bio w CCS, residue|Operation|Cement;t/kWh;7.0307e-07;6.8488e-07;6.76e-07
NTNU_LCA;Baseline;EIT;Energy service requirements|Bio w CCS, residue|End-of-life|Iron;t/MW;0;0;0
NTNU_LCA;Baseline;EIT;Energy service requirements|Bio w CCS, residue|End-of-life|Cement;t/MW;0;0;0
NTNU_LCA;Baseline;LA;Energy service requirements|PV 1|Construction|Iron;t/MW;99.1144;76.0288;75.1128
NTNU_LCA;Baseline;LA;Energy service requirements|PV 1|Construction|Cement;t/MW;28.8866;20.771;20.1857
NTNU_LCA;Baseline;LA;Energy service requirements|PV 1|Operation|Iron;t/MW/yr;0.0015435;0.0011717;0.0011683
NTNU_LCA;Baseline;LA;Energy service requirements|PV 1|Operation|Cement;t/MW/yr;0.00041961;0.00031858;0.00031734
NTNU_LCA;Baseline;LA;Energy service requirements|PV 1|End-of-life|Iron;t/MW;0.025457;0.019383;0.019373
NTNU_LCA;Baseline;LA;Energy service requirements|PV 1|End-of-life|Cement;t/MW;0.0063267;0.0048174;0.0048135
NTNU_LCA;Baseline;LA;Energy service requirements|PV 2|Construction|Iron;t/MW;32.826;27.462;26.5636
NTNU_LCA;Baseline;LA;Energy service requirements|PV 2|Construction|Cement;t/MW;24.5028;20.7813;20.0839
NTNU_LCA;Baseline;LA;Energy service requirements|PV 2|Operation|Iron;t/MW/yr;0;0;0
NTNU_LCA;Baseline;LA;Energy service requirements|PV 2|Operation|Cement;t/MW/yr;0;0;0
NTNU_LCA;Baseline;LA;Energy service requirements|PV 2|End-of-life|Iron;t/MW;0;0;0
NTNU_LCA;Baseline;LA;Energy service requirements|PV 2|End-of-life|Cement;t/MW;0;0;0
NTNU_LCA;Baseline;LA;Energy service requirements|PV 3|Construction|Iron;t/MW;126.1002;72.256;61.9494
NTNU_LCA;Baseline;LA;Energy service requirements|PV 3|Construction|Cement;t/MW;44.8169;20.0738;16.7572
NTNU_LCA;Baseline;LA;Energy service requirements|PV 3|Operation|Iron;t/MW/yr;0.001715;0.00098579;0.00081782
NTNU_LCA;Baseline;LA;Energy service requirements|PV 3|Operation|Cement;t/MW/yr;0.00046623;0.00026803;0.00022214
NTNU_LCA;Baseline;LA;Energy service requirements|PV 3|End-of-life|Iron;t/MW;0.033942;0.01957;0.016273
NTNU_LCA;Baseline;LA;Energy service requirements|PV 3|End-of-life|Cement;t/MW;0.0084356;0.0048637;0.0040433
NTNU_LCA;Baseline;LA;Energy service requirements|PV 4|Construction|Iron;t/MW;42.4248;16.8489;13.9435
NTNU_LCA;Baseline;LA;Energy service requirements|PV 4|Construction|Cement;t/MW;31.0888;9.2839;7.6587
NTNU_LCA;Baseline;LA;Energy service requirements|PV 4|Operation|Iron;t/MW/yr;0;0;0
NTNU_LCA;Baseline;LA;Energy service requirements|PV 4|Operation|Cement;t/MW/yr;0;0;0
NTNU_LCA;Baseline;LA;Energy service requirements|PV 4|End-of-life|Iron;t/MW;0;0;0
NTNU_LCA;Baseline;LA;Energy service requirements|PV 4|End-of-life|Cement;t/MW;0;0;0
NTNU_LCA;Baseline;LA;Energy service requirements|PV 5|Construction|Iron;t/MW;116.5493;78.5678;60.8824
NTNU_LCA;Baseline;LA;Energy service requirements|PV 5|Construction|Cement;t/MW;32.1021;20.7906;15.5105
NTNU_LCA;Baseline;LA;Energy service requirements|PV 5|Operation|Iron;t/MW/yr;0.0017742;0.0011391;0.00083793
NTNU_LCA;Baseline;LA;Energy service requirements|PV 5|Operation|Cement;t/MW/yr;0.0004823;0.00030973;0.0002276
NTNU_LCA;Baseline;LA;Energy service requirements|PV 5|End-of-life|Iron;t/MW;0.035112;0.022614;0.016674
NTNU_LCA;Baseline;LA;Energy service requirements|PV 5|End-of-life|Cement;t/MW;0.0087264;0.0056203;0.0041427
NTNU_LCA;Baseline;LA;Energy service requirements|PV 6|Construction|Iron;t/MW;30.3966;23.253;20.2083
NTNU_LCA;Baseline;LA;Energy service requirements|PV 6|Construction|Cement;t/MW;18.0904;14.4412;12.798
NTNU_LCA;Baseline;LA;Energy service requirements|PV 6|Operation|Iron;t/MW/yr;0;0;0
NTNU_LCA;Baseline;LA;Energy service requirements|PV 6|Operation|Cement;t/MW/yr;0;0;0
NTNU_LCA;Baseline;LA;Energy service requirements|PV 6|End-of-life|Iron;t/MW;0;0;0
NTNU_LCA;Baseline;LA;Energy service requirements|PV 6|End-of-life|Cement;t/MW;0;0;0
NTNU_LCA;Baseline;LA;Energy service requirements|CSP 1|Construction|Iron;t/MW;407.2938;425.2126;425.0093
NTNU_LCA;Baseline;LA;Energy service requirements|CSP 1|Construction|Cement;t/MW;137.3765;145.706;145.6211
NTNU_LCA;Baseline;LA;Energy service requirements|CSP 1|Operation|Iron;t/MW/yr;0.1303;0.12885;0.12766
NTNU_LCA;Baseline;LA;Energy service requirements|CSP 1|Operation|Cement;t/MW/yr;0.070825;0.070477;0.07001
NTNU_LCA;Baseline;LA;Energy service requirements|CSP 1|End-of-life|Iron;t/MW;0.10147;0.1012;0.10098
NTNU_LCA;Baseline;LA;Energy service requirements|CSP 1|End-of-life|Cement;t/MW;0.024273;0.024209;0.024123
NTNU_LCA;Baseline;LA;Energy service requirements|CSP 2|Construction|Iron;t/MW;632.8244;632.8295;632.6231
NTNU_LCA;Baseline;LA;Energy service requirements|CSP 2|Construction|Cement;t/MW;313.026;312.9733;312.8458
NTNU_LCA;Baseline;LA;Energy service requirements|CSP 2|Operation|Iron;t/MW/yr;0.041233;0.041029;0.040861
NTNU_LCA;Baseline;LA;Energy service requirements|CSP 2|Operation|Cement;t/MW/yr;0.07048;0.070431;0.070365
NTNU_LCA;Baseline;LA;Energy service requirements|CSP 2|End-of-life|Iron;t/MW;0.14407;0.14366;0.14333
NTNU_LCA;Baseline;LA;Energy service requirements|CSP 2|End-of-life|Cement;t/MW;0.0403;0.040203;0.040072
NTNU_LCA;Baseline;LA;Energy service requirements|Coal wo CCS 1|Construction|Iron;t/MW;40.9004;41.1117;41.0702
NTNU_LCA;Baseline;LA;Energy service requirements|Coal wo CCS 1|Construction|Cement;t/MW;17.5982;17.7178;17.7087
NTNU_LCA;Baseline;LA;Energy service requirements|Coal wo CCS 1|Operation|Iron;t/kWh;4.0546e-07;4.0182e-07;3.9909e-07
NTNU_LCA;Baseline;LA;Energy service requirements|Coal wo CCS 1|Operation|Cement;t/kWh;2.4413e-07;2.4291e-07;2.4185e-07
NTNU_LCA;Baseline;LA;Energy service requirements|Coal wo CCS 1|End-of-life|Iron;t/MW;0.098123;0.098029;0.097961
NTNU_LCA;Baseline;LA;Energy service requirements|Coal wo CCS 1|End-of-life|Cement;t/MW;0.006728;0.0066903;0.0066633
NTNU_LCA;Baseline;LA;Energy service requirements|Coal wo CCS 2|Construction|Iron;t/MW;61.0925;61.3799;61.321
NTNU_LCA;Baseline;LA;Energy service requirements|Coal wo CCS 2|Construction|Cement;t/MW;25.6005;25.7599;25.7437
NTNU_LCA;Baseline;LA;Energy service requirements|Coal wo CCS 2|Operation|Iron;t/kWh;2.6236e-07;2.3137e-07;2.2048e-07
NTNU_LCA;Baseline;LA;Energy service requirements|Coal wo CCS 2|Operation|Cement;t/kWh;1.7476e-07;1.5511e-07;1.4833e-07
NTNU_LCA;Baseline;LA;Energy service requirements|Coal wo CCS 2|End-of-life|Iron;t/MW;0.092351;0.092262;0.092199
NTNU_LCA;Baseline;LA;Energy service requirements|Coal wo CCS 2|End-of-life|Cement;t/MW;0.0063323;0.0062968;0.0062713
NTNU_LCA;Baseline;LA;Energy service requirements|Coal wo CCS 3|Construction|Iron;t/MW;42.515;42.7297;42.6872
NTNU_LCA;Baseline;LA;Energy service requirements|Coal wo CCS 3|Construction|Cement;t/MW;18.0396;18.1608;18.1507
NTNU_LCA;Baseline;LA;Energy service requirements|Coal wo CCS 3|Operation|Iron;t/kWh;3.8006e-07;3.1337e-07;3.0489e-07
NTNU_LCA;Baseline;LA;Energy service requirements|Coal wo CCS 3|Operation|Cement;t/kWh;2.2886e-07;1.8946e-07;1.8478e-07
NTNU_LCA;Baseline;LA;Energy service requirements|Coal wo CCS 3|End-of-life|Iron;t/MW;0.098123;0.098029;0.097961
NTNU_LCA;Baseline;LA;Energy service requirements|Coal wo CCS 3|End-of-life|Cement;t/MW;0.006728;0.0066903;0.0066633
NTNU_LCA;Baseline;LA;Energy service requirements|Coal w CCS 1|Construction|Iron;t/MW;112.9145;113.5195;113.4112
NTNU_LCA;Baseline;LA;Energy service requirements|Coal w CCS 1|Construction|Cement;t/MW;39.7771;40.1631;40.1418
NTNU_LCA;Baseline;LA;Energy service requirements|Coal w CCS 1|Operation|Iron;t/kWh;6.6939e-07;6.6295e-07;6.5812e-07
NTNU_LCA;Baseline;LA;Energy service requirements|Coal w CCS 1|Operation|Cement;t/kWh;5.1551e-07;5.1334e-07;5.1146e-07
NTNU_LCA;Baseline;LA;Energy service requirements|Coal w CCS 1|End-of-life|Iron;t/MW;0.098123;0.098029;0.097961
NTNU_LCA;Baseline;LA;Energy service requirements|Coal w CCS 1|End-of-life|Cement;t/MW;0.006728;0.0066903;0.0066633
NTNU_LCA;Baseline;LA;Energy service requirements|Coal w CCS 2|Construction|Iron;t/MW;117.504;117.9096;117.8223
NTNU_LCA;Baseline;LA;Energy service requirements|Coal w CCS 2|Construction|Cement;t/MW;41.6047;41.8385;41.8142
NTNU_LCA;Baseline;LA;Energy service requirements|Coal w CCS 2|Operation|Iron;t/kWh;3.5181e-07;2.5582e-07;2.4268e-07
NTNU_LCA;Baseline;LA;Energy service requirements|Coal w CCS 2|Operation|Cement;t/kWh;2.3318e-07;1.7052e-07;1.6232e-07
NTNU_LCA;Baseline;LA;Energy service requirements|Coal w CCS 2|End-of-life|Iron;t/MW;0.092351;0.092262;0.092199
NTNU_LCA;Baseline;LA;Energy service requirements|Coal w CCS 2|End-of-life|Cement;t/MW;0.0063323;0.0062968;0.0062713
NTNU_LCA;Baseline;LA;Energy service requirements|Coal w CCS 3|Construction|Iron;t/MW;109.9171;110.2958;110.2171
NTNU_LCA;Baseline;LA;Energy service requirements|Coal w CCS 3|Construction|Cement;t/MW;37.5021;37.7425;37.721
NTNU_LCA;Baseline;LA;Energy service requirements|Coal w CCS 3|Operation|Iron;t/kWh;6.2276e-07;4.6546e-07;4.3929e-07
NTNU_LCA;Baseline;LA;Energy service requirements|Coal w CCS 3|Operation|Cement;t/kWh;4.8109e-07;3.6162e-07;3.4259e-07
NTNU_LCA;Baseline;LA;Energy service requirements|Coal w CCS 3|End-of-life|Iron;t/MW;0.098123;0.098029;0.097961
NTNU_LCA;Baseline;LA;Energy service requirements|Coal w CCS 3|End-of-life|Cement;t/MW;0.006728;0.0066903;0.0066633
NTNU_LCA;Baseline;LA;Energy service requirements|Gas wo CCS 1|Construction|Iron;t/MW;19.1186;19.197;19.1802
NTNU_LCA;Baseline;LA;Energy service requirements|Gas wo CCS 1|Construction|Cement;t/MW;8.3226;8.3649;8.3605
NTNU_LCA;Baseline;LA;Energy service requirements|Gas wo CCS 1|Operation|Iron;t/kWh;2.4853e-07;2.1585e-07;2.125e-07
NTNU_LCA;Baseline;LA;Energy service requirements|Gas wo CCS 1|Operation|Cement;t/kWh;3.7877e-08;3.2956e-08;3.2428e-08
NTNU_LCA;Baseline;LA;Energy service requirements|Gas wo CCS 1|End-of-life|Iron;t/MW;0.098123;0.098029;0.097961
NTNU_LCA;Baseline;LA;Energy service requirements|Gas wo CCS 1|End-of-life|Cement;t/MW;0.006728;0.0066903;0.0066633
NTNU_LCA;Baseline;LA;Energy service requirements|Gas w CCS 1|Construction|Iron;t/MW;59.6742;59.8246;59.7887
NTNU_LCA;Baseline;LA;Energy service requirements|Gas w CCS 1|Construction|Cement;t/MW;19.4194;19.504;19.4925
NTNU_LCA;Baseline;LA;Energy service requirements|Gas w CCS 1|Operation|Iron;t/kWh;3.2323e-07;2.782e-07;2.6364e-07
NTNU_LCA;Baseline;LA;Energy service requirements|Gas w CCS 1|Operation|Cement;t/kWh;1.0313e-07;8.8873e-08;8.4188e-08
NTNU_LCA;Baseline;LA;Energy service requirements|Gas w CCS 1|End-of-life|Iron;t/MW;0.098123;0.098029;0.097961
NTNU_LCA;Baseline;LA;Energy service requirements|Gas w CCS 1|End-of-life|Cement;t/MW;0.006728;0.0066903;0.0066633
NTNU_LCA;Baseline;LA;Energy service requirements|Hydro 1|Construction|Iron;t/MW;1671.163;1724.8828;1667.0225
NTNU_LCA;Baseline;LA;Energy service requirements|Hydro 1|Construction|Cement;t/MW;718.5775;741.8411;716.6653
NTNU_LCA;Baseline;LA;Energy service requirements|Hydro 1|Operation|Iron;t/MW/yr;0;0;0
NTNU_LCA;Baseline;LA;Energy service requirements|Hydro 1|Operation|Cement;t/MW/yr;0;0;0
NTNU_LCA;Baseline;LA;Energy service requirements|Hydro 1|End-of-life|Iron;t/MW;0.67252;0.69379;2.8196
NTNU_LCA;Baseline;LA;Energy service requirements|Hydro 1|End-of-life|Cement;t/MW;0.064436;0.066373;1.3075
NTNU_LCA;Baseline;LA;Energy service requirements|Hydro 2|Construction|Iron;t/MW;130.101;134.2798;129.94
NTNU_LCA;Baseline;LA;Energy service requirements|Hydro 2|Construction|Cement;t/MW;162.2569;167.5399;162.1739
NTNU_LCA;Baseline;LA;Energy service requirements|Hydro 2|Operation|Iron;t/MW/yr;0;0;0
NTNU_LCA;Baseline;LA;Energy service requirements|Hydro 2|Operation|Cement;t/MW/yr;0;0;0
NTNU_LCA;Baseline;LA;Energy service requirements|Hydro 2|End-of-life|Iron;t/MW;0.31738;0.3274;0.31667
NTNU_LCA;Baseline;LA;Energy service requirements|Hydro 2|End-of-life|Cement;t/MW;0.030318;0.031224;0.03012
NTNU_LCA;Baseline;LA;Energy service requirements|Wind, onshore|Construction|Iron;t/MW;200.173;140.2646;150.924
NTNU_LCA;Baseline;LA;Energy service requirements|Wind, onshore|Construction|Cement;t/MW;62.8818;44.0825;47.4308
NTNU_LCA;Baseline;LA;Energy service requirements|Wind, onshore|Operation|Iron;t/MW/yr;0.48931;0.34676;0.37316
NTNU_LCA;Baseline;LA;Energy service requirements|Wind, onshore|Operation|Cement;t/MW/yr;0.019211;0.013586;0.014575
NTNU_LCA;Baseline;LA;Energy service requirements|Wind, onshore|End-of-life|Iron;t/MW;0.040354;0.028596;0.03077
NTNU_LCA;Baseline;LA;Energy service requirements|Wind, onshore|End-of-life|Cement;t/MW;0.014882;0.010547;0.011349
NTNU_LCA;Baseline;LA;Energy service requirements|Wind, offshore 1|Construction|Iron;t/MW;363.3491;282.2274;323.0972
NTNU_LCA;Baseline;LA;Energy service requirements|Wind, offshore 1|Construction|Cement;t/MW;94.1452;74.3627;85.5142
NTNU_LCA;Baseline;LA;Energy service requirements|Wind, offshore 1|Operation|Iron;t/MW/yr;0.93558;0.73913;0.85102
NTNU_LCA;Baseline;LA;Energy service requirements|Wind, offshore 1|Operation|Cement;t/MW/yr;0.032451;0.025527;0.029195
NTNU_LCA;Baseline;LA;Energy service requirements|Wind, offshore 1|End-of-life|Iron;t/MW;0.32307;0.25468;0.29215
NTNU_LCA;Baseline;LA;Energy service requirements|Wind, offshore 1|End-of-life|Cement;t/MW;0.043344;0.034063;0.03883
NTNU_LCA;Baseline;LA;Energy service requirements|Wind, offshore 2|Construction|Iron;t/MW;367.6076;285.5932;385.677
NTNU_LCA;Baseline;LA;Energy service requirements|Wind, offshore 2|Construction|Cement;t/MW;8.8688;6.8726;8.9131
NTNU_LCA;Baseline;LA;Energy service requirements|Wind, offshore 2|Operation|Iron;t/MW/yr;0.74847;0.5913;0.68082
NTNU_LCA;Baseline;LA;Energy service requirements|Wind, offshore 2|Operation|Cement;t/MW/yr;0.025961;0.020422;0.023356
NTNU_LCA;Baseline;LA;Energy service requirements|Wind, offshore 2|End-of-life|Iron;t/MW;0.32307;0.25468;0.29215
NTNU_LCA;Baseline;LA;Energy service requirements|Wind, offshore 2|End-of-life|Cement;t/MW;0.043344;0.034063;0.03883
NTNU_LCA;Baseline;LA;Energy service requirements|Nuclear 1|Construction|Iron;t/MW;82.8134;82.7826;82.7579
NTNU_LCA;Baseline;LA;Energy service requirements|Nuclear 1|Construction|Cement;t/MW;69.4508;69.4431;69.4338
NTNU_LCA;Baseline;LA;Energy service requirements|Nuclear 1|Operation|Iron;t/kWh;2.0274e-07;2.024e-07;2.0211e-07
NTNU_LCA;Baseline;LA;Energy service requirements|Nuclear 1|Operation|Cement;t/kWh;1.8881e-07;1.8873e-07;1.8862e-07
NTNU_LCA;Baseline;LA;Energy service requirements|Nuclear 1|End-of-life|Iron;t/MW;0.24524;0.2445;0.24396
NTNU_LCA;Baseline;LA;Energy service requirements|Nuclear 1|End-of-life|Cement;t/MW;0.095766;0.095557;0.095377
NTNU_LCA;Baseline;LA;Energy service requirements|Nuclear 2|Construction|Iron;t/MW;72.5636;72.5354;72.5124
NTNU_LCA;Baseline;LA;Energy service requirements|Nuclear 2|Construction|Cement;t/MW;59.2721;59.2652;59.2564
NTNU_LCA;Baseline;LA;Energy service requirements|Nuclear 2|Operation|Iron;t/kWh;1.7621e-07;1.7591e-07;1.7567e-07
NTNU_LCA;Baseline;LA;Energy service requirements|Nuclear 2|Operation|Cement;t/kWh;1.6213e-07;1.6206e-07;1.6196e-07
NTNU_LCA;Baseline;LA;Energy service requirements|Nuclear 2|End-of-life|Iron;t/MW;0.12953;0.12893;0.12847
NTNU_LCA;Baseline;LA;Energy service requirements|Nuclear 2|End-of-life|Cement;t/MW;0.05918;0.059024;0.058857
NTNU_LCA;Baseline;LA;Energy service requirements|Bio wo CCS, TAX30_begr_betr_ir|Construction|Iron;t/MW;167.5191;163.1899;161.0965
NTNU_LCA;Baseline;LA;Energy service requirements|Bio wo CCS, TAX30_begr_betr_ir|Construction|Cement;t/MW;54.7704;53.3579;52.6717
NTNU_LCA;Baseline;LA;Energy service requirements|Bio wo CCS, TAX30_begr_betr_ir|Operation|Iron;t/kWh;2.4643e-06;1.5296e-06;1.8603e-06
NTNU_LCA;Baseline;LA;Energy service requirements|Bio wo CCS, TAX30_begr_betr_ir|Operation|Cement;t/kWh;7.2751e-07;4.7644e-07;5.4643e-07
NTNU_LCA;Baseline;LA;Energy service requirements|Bio wo CCS, TAX30_begr_betr_ir|End-of-life|Iron;t/MW;0;0;0
NTNU_LCA;Baseline;LA;Energy service requirements|Bio wo CCS, TAX30_begr_betr_ir|End-of-life|Cement;t/MW;0;0;0
NTNU_LCA;Baseline;LA;Energy service requirements|Bio w CCS, TAX30_begr_betr_ir|Construction|Iron;t/MW;245.5472;239.2013;236.1328
NTNU_LCA;Baseline;LA;Energy service requirements|Bio w CCS, TAX30_begr_betr_ir|Construction|Cement;t/MW;80.283;78.2125;77.2066
NTNU_LCA;Baseline;LA;Energy service requirements|Bio w CCS, TAX30_begr_betr_ir|Operation|Iron;t/kWh;3.4607e-06;2.3658e-06;2.7399e-06
NTNU_LCA;Baseline;LA;Energy service requirements|Bio w CCS, TAX30_begr_betr_ir|Operation|Cement;t/kWh;8.6854e-07;5.7795e-07;6.5837e-07
NTNU_LCA;Baseline;LA;Energy service requirements|Bio w CCS, TAX30_begr_betr_ir|End-of-life|Iron;t/MW;0;0;0
NTNU_LCA;Baseline;LA;Energy service requirements|Bio w CCS, TAX30_begr_betr_ir|End-of-life|Cement;t/MW;0;0;0
NTNU_LCA;Baseline;LA;Energy service requirements|Bio wo CCS, TAX30_begr_betr_rf|Construction|Iron;t/MW;167.5191;163.1899;161.0965
NTNU_LCA;Baseline;LA;Energy service requirements|Bio wo CCS, TAX30_begr_betr_rf|Construction|Cement;t/MW;54.7704;53.3579;52.6717
NTNU_LCA;Baseline;LA;Energy service requirements|Bio wo CCS, TAX30_begr_betr_rf|Operation|Iron;t/kWh;1.0934e-06;8.7453e-07;8.3176e-07
NTNU_LCA;Baseline;LA;Energy service requirements|Bio wo CCS, TAX30_begr_betr_rf|Operation|Cement;t/kWh;4.2713e-07;3.3556e-07;3.2754e-07
NTNU_LCA;Baseline;LA;Energy service requirements|Bio wo CCS, TAX30_begr_betr_rf|End-of-life|Iron;t/MW;0;0;0
NTNU_LCA;Baseline;LA;Energy service requirements|Bio wo CCS, TAX30_begr_betr_rf|End-of-life|Cement;t/MW;0;0;0
NTNU_LCA;Baseline;LA;Energy service requirements|Bio w CCS, TAX30_begr_betr_rf|Construction|Iron;t/MW;245.5472;239.2013;236.1328
NTNU_LCA;Baseline;LA;Energy service requirements|Bio w CCS, TAX30_begr_betr_rf|Construction|Cement;t/MW;80.283;78.2125;77.2066
NTNU_LCA;Baseline;LA;Energy service requirements|Bio w CCS, TAX30_begr_betr_rf|Operation|Iron;t/kWh;1.8782e-06;1.6097e-06;1.5526e-06
NTNU_LCA;Baseline;LA;Energy service requirements|Bio w CCS, TAX30_begr_betr_rf|Operation|Cement;t/kWh;5.218e-07;4.1534e-07;4.0569e-07
NTNU_LCA;Baseline;LA;Energy service requirements|Bio w CCS, TAX30_begr_betr_rf|End-of-life|Iron;t/MW;0;0;0
NTNU_LCA;Baseline;LA;Energy service requirements|Bio w CCS, TAX30_begr_betr_rf|End-of-life|Cement;t/MW;0;0;0
NTNU_LCA;Baseline;LA;Energy service requirements|Bio wo CCS, TAX30_betr_rf|Construction|Iron;t/MW;167.5191;163.1899;161.0965
NTNU_LCA;Baseline;LA;Energy service requirements|Bio wo CCS, TAX30_betr_rf|Construction|Cement;t/MW;54.7704;53.3579;52.6717
NTNU_LCA;Baseline;LA;Energy service requirements|Bio wo CCS, TAX30_betr_rf|Operation|Iron;t/kWh;1.7143e-06;1.3046e-06;1.2598e-06
NTNU_LCA;Baseline;LA;Energy service requirements|Bio wo CCS, TAX30_betr_rf|Operation|Cement;t/kWh;7.2225e-07;5.3779e-07;5.4485e-07
NTNU_LCA;Baseline;LA;Energy service requirements|Bio wo CCS, TAX30_betr_rf|End-of-life|Iron;t/MW;0;0;0
NTNU_LCA;Baseline;LA;Energy service requirements|Bio wo CCS, TAX30_betr_rf|End-of-life|Cement;t/MW;0;0;0
NTNU_LCA;Baseline;LA;Energy service requirements|Bio w CCS, TAX30_betr_rf|Construction|Iron;t/MW;245.5472;239.2013;236.1328
NTNU_LCA;Baseline;LA;Energy service requirements|Bio w CCS, TAX30_betr_rf|Construction|Cement;t/MW;80.283;78.2125;77.2066
NTNU_LCA;Baseline;LA;Energy service requirements|Bio w CCS, TAX30_betr_rf|Operation|Iron;t/kWh;2.595e-06;2.1061e-06;2.0467e-06
NTNU_LCA;Baseline;LA;Energy service requirements|Bio w CCS, TAX30_betr_rf|Operation|Cement;t/kWh;8.6246e-07;6.4878e-07;6.5655e-07
NTNU_LCA;Baseline;LA;Energy service requirements|Bio w CCS, TAX30_betr_rf|End-of-life|Iron;t/MW;0;0;0
NTNU_LCA;Baseline;LA;Energy service requirements|Bio w CCS, TAX30_betr_rf|End-of-life|Cement;t/MW;0;0;0
NTNU_LCA;Baseline;LA;Energy service requirements|Bio wo CCS, TAX5_begr_betr_ir|Construction|Iron;t/MW;167.5191;163.1899;161.0965
NTNU_LCA;Baseline;LA;Energy service requirements|Bio wo CCS, TAX5_begr_betr_ir|Construction|Cement;t/MW;54.7704;53.3579;52.6717
NTNU_LCA;Baseline;LA;Energy service requirements|Bio wo CCS, TAX5_begr_betr_ir|Operation|Iron;t/kWh;3.2841e-06;2.5241e-06;4.3493e-06
NTNU_LCA;Baseline;LA;Energy service requirements|Bio wo CCS, TAX5_begr_betr_ir|Operation|Cement;t/kWh;9.3364e-07;7.4329e-07;1.1714e-06
NTNU_LCA;Baseline;LA;Energy service requirements|Bio wo CCS, TAX5_begr_betr_ir|End-of-life|Iron;t/MW;0;0;0
NTNU_LCA;Baseline;LA;Energy service requirements|Bio wo CCS, TAX5_begr_betr_ir|End-of-life|Cement;t/MW;0;0;0
NTNU_LCA;Baseline;LA;Energy service requirements|Bio w CCS, TAX5_begr_betr_ir|Construction|Iron;t/MW;245.5472;239.2013;236.1328
NTNU_LCA;Baseline;LA;Energy service requirements|Bio w CCS, TAX5_begr_betr_ir|Construction|Cement;t/MW;80.283;78.2125;77.2066
NTNU_LCA;Baseline;LA;Energy service requirements|Bio w CCS, TAX5_begr_betr_ir|Operation|Iron;t/kWh;4.407e-06;3.5138e-06;5.6131e-06
NTNU_LCA;Baseline;LA;Energy service requirements|Bio w CCS, TAX5_begr_betr_ir|Operation|Cement;t/kWh;1.1065e-06;8.86e-07;1.3798e-06
NTNU_LCA;Baseline;LA;Energy service requirements|Bio w CCS, TAX5_begr_betr_ir|End-of-life|Iron;t/MW;0;0;0
NTNU_LCA;Baseline;LA;Energy service requirements|Bio w CCS, TAX5_begr_betr_ir|End-of-life|Cement;t/MW;0;0;0
NTNU_LCA;Baseline;LA;Energy service requirements|Bio wo CCS, TAX5_begr_betr_rf|Construction|Iron;t/MW;167.5191;163.1899;161.0965
NTNU_LCA;Baseline;LA;Energy service requirements|Bio wo CCS, TAX5_begr_betr_rf|Construction|Cement;t/MW;54.7704;53.3579;52.6717
NTNU_LCA;Baseline;LA;Energy service requirements|Bio wo CCS, TAX5_begr_betr_rf|Operation|Iron;t/kWh;1.0733e-06;9.7009e-07;9.5336e-07
NTNU_LCA;Baseline;LA;Energy service requirements|Bio wo CCS, TAX5_begr_betr_rf|Operation|Cement;t/kWh;4.1931e-07;3.7828e-07;3.8186e-07
NTNU_LCA;Baseline;LA;Energy service requirements|Bio wo CCS, TAX5_begr_betr_rf|End-of-life|Iron;t/MW;0;0;0
NTNU_LCA;Baseline;LA;Energy service requirements|Bio wo CCS, TAX5_begr_betr_rf|End-of-life|Cement;t/MW;0;0;0
NTNU_LCA;Baseline;LA;Energy service requirements|Bio w CCS, TAX5_begr_betr_rf|Construction|Iron;t/MW;245.5472;239.2013;236.1328
NTNU_LCA;Baseline;LA;Energy service requirements|Bio w CCS, TAX5_begr_betr_rf|Construction|Cement;t/MW;80.283;78.2125;77.2066
NTNU_LCA;Baseline;LA;Energy service requirements|Bio w CCS, TAX5_begr_betr_rf|Operation|Iron;t/kWh;1.855e-06;1.72e-06;1.693e-06
NTNU_LCA;Baseline;LA;Energy service requirements|Bio w CCS, TAX5_begr_betr_rf|Operation|Cement;t/kWh;5.1278e-07;4.6465e-07;4.684e-07
NTNU_LCA;Baseline;LA;Energy service requirements|Bio w CCS, TAX5_begr_betr_rf|End-of-life|Iron;t/MW;0;0;0
NTNU_LCA;Baseline;LA;Energy service requirements|Bio w CCS, TAX5_begr_betr_rf|End-of-life|Cement;t/MW;0;0;0
NTNU_LCA;Baseline;LA;Energy service requirements|Bio wo CCS, TAX5_betr_rf|Construction|Iron;t/MW;167.5191;163.1899;161.0965
