crop,spi
-0.272929801,-2.878787879
-0.272929801,-2.818181818
-0.272929801,-2.757575758
-0.272929801,-2.696969697
-0.272929801,-2.636363636
-0.272929801,-2.575757576
-0.272929801,-2.515151515
-0.272929801,-2.454545455
-0.2729298,-2.393939
-0.2729298,-2.333333
-0.2729298,-2.272727
-0.2729298,-2.212121
-0.2729298,-2.151515
-0.2729298,-2.090909
-0.2729298,-2.030303
-0.2729298,-1.969697
-0.2729298,-1.909091
-0.2729298,-1.848485
-0.2729298,-1.787879
-0.2729298,-1.727273
-0.2729298,-1.666667
-0.2729298,-1.606061
-0.2729298,-1.545455
-0.2729298,-1.484848
-0.2729298,-1.424242
-0.2729298,-1.363636
-0.2729298,-1.30303
-0.2729298,-1.242424
-0.2729298,-1.181818
-0.2729298,-1.121212
-0.2729298,-1.060606
-0.2729298,-1
-0.2729298,-0.9393939
-0.2729298,-0.8787879
-0.2729298,-0.8181818
-0.2729298,-0.7575758
-0.2729298,-0.6969697
-0.2729298,-0.6363636
-0.2729298,-0.5757576
-0.2729298,-0.5151515
-0.2729298,-0.4545455
-0.2729298,-0.3939394
-0.2729298,-0.3333333
-0.2729298,-0.2727273
-0.2729298,-0.2121212
-0.2729298,-0.1515152
-0.2729298,-0.09090909
-0.2729298,-0.03030303
-0.2729298,0.03030303
-0.2729298,0.09090909
-0.2729298,0.1515152
-0.2729298,0.2121212
-0.2729298,0.2727273
-0.2729298,0.3333333
-0.2729298,0.3939394
-0.2729298,0.4545455
-0.2729298,0.5151515
-0.2729298,0.5757576
-0.2729298,0.6363636
-0.2729298,0.6969697
-0.2729298,0.7575758
-0.2729298,0.8181818
-0.2729298,0.8787879
-0.2729298,0.9393939
-0.2729298,1
-0.2729298,1.060606
-0.2729298,1.121212
-0.2729298,1.181818
-0.2729298,1.242424
-0.2729298,1.30303
-0.2729298,1.363636
-0.2729298,1.424242
-0.2729298,1.484848
-0.2729298,1.545455
-0.2729298,1.606061
-0.2729298,1.666667
-0.2729298,1.727273
-0.2729298,1.787879
-0.2729298,1.848485
-0.2729298,1.909091
-0.2729298,1.969697
-0.2729298,2.030303
-0.2729298,2.090909
-0.2729298,2.151515
-0.2729298,2.212121
-0.2729298,2.272727
-0.2729298,2.333333
-0.2729298,2.393939
-0.2729298,2.454545
-0.2729298,2.515152
-0.2729298,2.575758
-0.2729298,2.636364
-0.2729298,2.69697
-0.2729298,2.757576
-0.2729298,2.818182
-0.2729298,2.878788
-0.2729298,2.939394
-0.2729298,3
-0.260729502,-3
-0.260729502,-2.939393939
-0.260729502,-2.878787879
-0.260729502,-2.818181818
-0.260729502,-2.757575758
-0.260729502,-2.696969697
-0.260729502,-2.636363636
-0.260729502,-2.575757576
-0.260729502,-2.515151515
-0.260729502,-2.454545455
-0.2607295,-2.393939
-0.2607295,-2.333333
-0.2607295,-2.272727
-0.2607295,-2.212121
-0.2607295,-2.151515
-0.2607295,-2.090909
-0.2607295,-2.030303
-0.2607295,-1.969697
-0.2607295,-1.909091
-0.2607295,-1.848485
-0.2607295,-1.787879
-0.2607295,-1.727273
-0.2607295,-1.666667
-0.2607295,-1.606061
-0.2607295,-1.545455
-0.2607295,-1.484848
-0.2607295,-1.424242
-0.2607295,-1.363636
-0.2607295,-1.30303
-0.2607295,-1.242424
-0.2607295,-1.181818
-0.2607295,-1.121212
-0.2607295,-1.060606
-0.2607295,-1
-0.2607295,-0.9393939
-0.2607295,-0.8787879
-0.2607295,-0.8181818
-0.2607295,-0.7575758
-0.2607295,-0.6969697
-0.2607295,-0.6363636
-0.2607295,-0.5757576
-0.2607295,-0.5151515
-0.2607295,-0.4545455
-0.2607295,-0.3939394
-0.2607295,-0.3333333
-0.2607295,-0.2727273
-0.2607295,-0.2121212
-0.2607295,-0.1515152
-0.2607295,-0.09090909
-0.2607295,-0.03030303
-0.2607295,0.03030303
-0.2607295,0.09090909
-0.2607295,0.1515152
-0.2607295,0.2121212
-0.2607295,0.2727273
-0.2607295,0.3333333
-0.2607295,0.3939394
-0.2607295,0.4545455
-0.2607295,0.5151515
-0.2607295,0.5757576
-0.2607295,0.6363636
-0.2607295,0.6969697
-0.2607295,0.7575758
-0.2607295,0.8181818
-0.2607295,0.8787879
-0.2607295,0.9393939
-0.2607295,1
-0.2607295,1.060606
-0.2607295,1.121212
-0.2607295,1.181818
-0.2607295,1.242424
-0.2607295,1.30303
-0.2607295,1.363636
-0.2607295,1.424242
-0.2607295,1.484848
-0.2607295,1.545455
-0.2607295,1.606061
-0.2607295,1.666667
-0.2607295,1.727273
-0.2607295,1.787879
-0.2607295,1.848485
-0.2607295,1.909091
-0.2607295,1.969697
-0.2607295,2.030303
-0.2607295,2.090909
-0.2607295,2.151515
-0.2607295,2.212121
-0.2607295,2.272727
-0.2607295,2.333333
-0.2607295,2.393939
-0.2607295,2.454545
-0.2607295,2.515152
-0.2607295,2.575758
-0.2607295,2.636364
-0.2607295,2.69697
-0.2607295,2.757576
-0.2607295,2.818182
-0.2607295,2.878788
-0.2607295,2.939394
-0.2607295,3
-0.2488017,-2.393939
-0.2488017,-2.333333
-0.2488017,-2.272727
-0.2488017,-2.212121
-0.2488017,-2.151515
-0.2488017,-2.090909
-0.2488017,-2.030303
-0.2488017,-1.969697
-0.2488017,-1.909091
-0.2488017,-1.848485
-0.2488017,-1.787879
-0.2488017,-1.727273
-0.2488017,-1.666667
-0.2488017,-1.606061
-0.2488017,-1.545455
-0.2488017,-1.484848
-0.2488017,-1.424242
-0.2488017,-1.363636
-0.2488017,-1.30303
-0.2488017,-1.242424
-0.2488017,-1.181818
-0.2488017,-1.121212
-0.2488017,-1.060606
-0.2488017,-1
-0.2488017,-0.9393939
-0.2488017,-0.8787879
-0.2488017,-0.8181818
-0.2488017,-0.7575758
-0.2488017,-0.6969697
-0.2488017,-0.6363636
-0.2488017,-0.5757576
-0.2488017,-0.5151515
-0.2488017,-0.4545455
-0.2488017,-0.3939394
-0.2488017,-0.3333333
-0.2488017,-0.2727273
-0.2488017,-0.2121212
-0.2488017,-0.1515152
-0.2488017,-0.09090909
-0.2488017,-0.03030303
-0.2488017,0.03030303
-0.2488017,0.09090909
-0.2488017,0.1515152
-0.2488017,0.2121212
-0.2488017,0.2727273
-0.2488017,0.3333333
-0.2488017,0.3939394
-0.2488017,0.4545455
-0.2488017,0.5151515
-0.2488017,0.5757576
-0.2488017,0.6363636
-0.2488017,0.6969697
-0.2488017,0.7575758
-0.2488017,0.8181818
-0.2488017,0.8787879
-0.2488017,0.9393939
-0.2488017,1
-0.2488017,1.060606
-0.2488017,1.121212
-0.2488017,1.181818
-0.2488017,1.242424
-0.2488017,1.30303
-0.2488017,1.363636
-0.2488017,1.424242
-0.2488017,1.484848
-0.2488017,1.545455
-0.2488017,1.606061
-0.2488017,1.666667
-0.2488017,1.727273
-0.2488017,1.787879
-0.2488017,1.848485
-0.2488017,1.909091
-0.2488017,1.969697
-0.2488017,2.030303
-0.2488017,2.090909
-0.2488017,2.151515
-0.2488017,2.212121
-0.2488017,2.272727
-0.2488017,2.333333
-0.2488017,2.393939
-0.2488017,2.454545
-0.2488017,2.515152
-0.2488017,2.575758
-0.2488017,2.636364
-0.2488017,2.69697
-0.2488017,2.757576
-0.2488017,2.818182
-0.2488017,2.878788
-0.2488017,2.939394
-0.2488017,3
-0.248801668,-3
-0.248801668,-2.939393939
-0.248801668,-2.878787879
-0.248801668,-2.818181818
-0.248801668,-2.757575758
-0.248801668,-2.696969697
-0.248801668,-2.636363636
-0.248801668,-2.575757576
-0.248801668,-2.515151515
-0.248801668,-2.454545455
-0.237122718,-3
-0.237122718,-2.939393939
-0.237122718,-2.878787879
-0.237122718,-2.818181818
-0.237122718,-2.757575758
-0.237122718,-2.696969697
-0.237122718,-2.636363636
-0.237122718,-2.575757576
-0.237122718,-2.515151515
-0.237122718,-2.454545455
-0.2371227,-2.393939
-0.2371227,-2.333333
-0.2371227,-2.272727
-0.2371227,-2.212121
-0.2371227,-2.151515
-0.2371227,-2.090909
-0.2371227,-2.030303
-0.2371227,-1.969697
-0.2371227,-1.909091
-0.2371227,-1.848485
-0.2371227,-1.787879
-0.2371227,-1.727273
-0.2371227,-1.666667
-0.2371227,-1.606061
-0.2371227,-1.545455
-0.2371227,-1.484848
-0.2371227,-1.424242
-0.2371227,-1.363636
-0.2371227,-1.30303
-0.2371227,-1.242424
-0.2371227,-1.181818
-0.2371227,-1.121212
-0.2371227,-1.060606
-0.2371227,-1
-0.2371227,-0.9393939
-0.2371227,-0.8787879
-0.2371227,-0.8181818
-0.2371227,-0.7575758
-0.2371227,-0.6969697
-0.2371227,-0.6363636
-0.2371227,-0.5757576
-0.2371227,-0.5151515
-0.2371227,-0.4545455
-0.2371227,-0.3939394
-0.2371227,-0.3333333
-0.2371227,-0.2727273
-0.2371227,-0.2121212
-0.2371227,-0.1515152
-0.2371227,-0.09090909
-0.2371227,-0.03030303
-0.2371227,0.03030303
-0.2371227,0.09090909
-0.2371227,0.1515152
-0.2371227,0.2121212
-0.2371227,0.2727273
-0.2371227,0.3333333
-0.2371227,0.3939394
-0.2371227,0.4545455
-0.2371227,0.5151515
-0.2371227,0.5757576
-0.2371227,0.6363636
-0.2371227,0.6969697
-0.2371227,0.7575758
-0.2371227,0.8181818
-0.2371227,0.8787879
-0.2371227,0.9393939
-0.2371227,1
-0.2371227,1.060606
-0.2371227,1.121212
-0.2371227,1.181818
-0.2371227,1.242424
-0.2371227,1.30303
-0.2371227,1.363636
-0.2371227,1.424242
-0.2371227,1.484848
-0.2371227,1.545455
-0.2371227,1.606061
-0.2371227,1.666667
-0.2371227,1.727273
-0.2371227,1.787879
-0.2371227,1.848485
-0.2371227,1.909091
-0.2371227,1.969697
-0.2371227,2.030303
-0.2371227,2.090909
-0.2371227,2.151515
-0.2371227,2.212121
-0.2371227,2.272727
-0.2371227,2.333333
-0.2371227,2.393939
-0.2371227,2.454545
-0.2371227,2.515152
-0.2371227,2.575758
-0.2371227,2.636364
-0.2371227,2.69697
-0.2371227,2.757576
-0.2371227,2.818182
-0.2371227,2.878788
-0.2371227,2.939394
-0.2371227,3
-0.2256715,-2.393939
-0.2256715,-2.333333
-0.2256715,-2.272727
-0.2256715,-2.212121
-0.2256715,-2.151515
-0.2256715,-2.090909
-0.2256715,-2.030303
-0.2256715,-1.969697
-0.2256715,-1.909091
-0.2256715,-1.848485
-0.2256715,-1.787879
-0.2256715,-1.727273
-0.2256715,-1.666667
-0.2256715,-1.606061
-0.2256715,-1.545455
-0.2256715,-1.484848
-0.2256715,-1.424242
-0.2256715,-1.363636
-0.2256715,-1.30303
-0.2256715,-1.242424
-0.2256715,-1.181818
-0.2256715,-1.121212
-0.2256715,-1.060606
-0.2256715,-1
-0.2256715,-0.9393939
-0.2256715,-0.8787879
-0.2256715,-0.8181818
-0.2256715,-0.7575758
-0.2256715,-0.6969697
-0.2256715,-0.6363636
-0.2256715,-0.5757576
-0.2256715,-0.5151515
-0.2256715,-0.4545455
-0.2256715,-0.3939394
-0.2256715,-0.3333333
-0.2256715,-0.2727273
-0.2256715,-0.2121212
-0.2256715,-0.1515152
-0.2256715,-0.09090909
-0.2256715,-0.03030303
-0.2256715,0.03030303
-0.2256715,0.09090909
-0.2256715,0.1515152
-0.2256715,0.2121212
-0.2256715,0.2727273
-0.2256715,0.3333333
-0.2256715,0.3939394
-0.2256715,0.4545455
-0.2256715,0.5151515
-0.2256715,0.5757576
-0.2256715,0.6363636
-0.2256715,0.6969697
-0.2256715,0.7575758
-0.2256715,0.8181818
-0.2256715,0.8787879
-0.2256715,0.9393939
-0.2256715,1
-0.2256715,1.060606
-0.2256715,1.121212
-0.2256715,1.181818
-0.2256715,1.242424
-0.2256715,1.30303
-0.2256715,1.363636
-0.2256715,1.424242
-0.2256715,1.484848
-0.2256715,1.545455
-0.2256715,1.606061
-0.2256715,1.666667
-0.2256715,1.727273
-0.2256715,1.787879
-0.2256715,1.848485
-0.2256715,1.909091
-0.2256715,1.969697
-0.2256715,2.030303
-0.2256715,2.090909
-0.2256715,2.151515
-0.2256715,2.212121
-0.2256715,2.272727
-0.2256715,2.333333
-0.2256715,2.393939
-0.2256715,2.454545
-0.2256715,2.515152
-0.2256715,2.575758
-0.2256715,2.636364
-0.2256715,2.69697
-0.2256715,2.757576
-0.2256715,2.818182
-0.2256715,2.878788
-0.2256715,2.939394
-0.2256715,3
-0.225671487,-3
-0.225671487,-2.939393939
-0.225671487,-2.878787879
-0.225671487,-2.818181818
-0.225671487,-2.757575758
-0.225671487,-2.696969697
-0.225671487,-2.636363636
-0.225671487,-2.575757576
-0.225671487,-2.515151515
-0.225671487,-2.454545455
-0.2144289,-2.393939
-0.2144289,-2.333333
-0.2144289,-2.272727
-0.2144289,-2.212121
-0.2144289,-2.151515
-0.2144289,-2.090909
-0.2144289,-2.030303
-0.2144289,-1.969697
-0.2144289,-1.909091
-0.2144289,-1.848485
-0.2144289,-1.787879
-0.2144289,-1.727273
-0.2144289,-1.666667
-0.2144289,-1.606061
-0.2144289,-1.545455
-0.2144289,-1.484848
-0.2144289,-1.424242
-0.2144289,-1.363636
-0.2144289,-1.30303
-0.2144289,-1.242424
-0.2144289,-1.181818
-0.2144289,-1.121212
-0.2144289,-1.060606
-0.2144289,-1
-0.2144289,-0.9393939
-0.2144289,-0.8787879
-0.2144289,-0.8181818
-0.2144289,-0.7575758
-0.2144289,-0.6969697
-0.2144289,-0.6363636
-0.2144289,-0.5757576
-0.2144289,-0.5151515
-0.2144289,-0.4545455
-0.2144289,-0.3939394
-0.2144289,-0.3333333
-0.2144289,-0.2727273
-0.2144289,-0.2121212
-0.2144289,-0.1515152
-0.2144289,-0.09090909
-0.2144289,-0.03030303
-0.2144289,0.03030303
-0.2144289,0.09090909
-0.2144289,0.1515152
-0.2144289,0.2121212
-0.2144289,0.2727273
-0.2144289,0.3333333
-0.2144289,0.3939394
-0.2144289,0.4545455
-0.2144289,0.5151515
-0.2144289,0.5757576
-0.2144289,0.6363636
-0.2144289,0.6969697
-0.2144289,0.7575758
-0.2144289,0.8181818
-0.2144289,0.8787879
-0.2144289,0.9393939
-0.2144289,1
-0.2144289,1.060606
-0.2144289,1.121212
-0.2144289,1.181818
-0.2144289,1.242424
-0.2144289,1.30303
-0.2144289,1.363636
-0.2144289,1.424242
-0.2144289,1.484848
-0.2144289,1.545455
-0.2144289,1.606061
-0.2144289,1.666667
-0.2144289,1.727273
-0.2144289,1.787879
-0.2144289,1.848485
-0.2144289,1.909091
-0.2144289,1.969697
-0.2144289,2.030303
-0.2144289,2.090909
-0.2144289,2.151515
-0.2144289,2.212121
-0.2144289,2.272727
-0.2144289,2.333333
-0.2144289,2.393939
-0.2144289,2.454545
-0.2144289,2.515152
-0.2144289,2.575758
-0.2144289,2.636364
-0.2144289,2.69697
-0.2144289,2.757576
-0.2144289,2.818182
-0.2144289,2.878788
-0.2144289,2.939394
-0.2144289,3
-0.214428874,-3
-0.214428874,-2.939393939
-0.214428874,-2.878787879
-0.214428874,-2.818181818
-0.214428874,-2.757575758
-0.214428874,-2.696969697
-0.214428874,-2.636363636
-0.214428874,-2.575757576
-0.214428874,-2.515151515
-0.214428874,-2.454545455
-0.2033776,-2.393939
-0.2033776,-2.333333
-0.2033776,-2.272727
-0.2033776,-2.212121
-0.2033776,-2.151515
-0.2033776,-2.090909
-0.2033776,-2.030303
-0.2033776,-1.969697
-0.2033776,-1.909091
-0.2033776,-1.848485
-0.2033776,-1.787879
-0.2033776,-1.727273
-0.2033776,-1.666667
-0.2033776,-1.606061
-0.2033776,-1.545455
-0.2033776,-1.484848
-0.2033776,-1.424242
-0.2033776,-1.363636
-0.2033776,-1.30303
-0.2033776,-1.242424
-0.2033776,-1.181818
-0.2033776,-1.121212
-0.2033776,-1.060606
-0.2033776,-1
-0.2033776,-0.9393939
-0.2033776,-0.8787879
-0.2033776,-0.8181818
-0.2033776,-0.7575758
-0.2033776,-0.6969697
-0.2033776,-0.6363636
-0.2033776,-0.5757576
-0.2033776,-0.5151515
-0.2033776,-0.4545455
-0.2033776,-0.3939394
-0.2033776,-0.3333333
-0.2033776,-0.2727273
-0.2033776,-0.2121212
-0.2033776,-0.1515152
-0.2033776,-0.09090909
-0.2033776,-0.03030303
-0.2033776,0.03030303
-0.2033776,0.09090909
-0.2033776,0.1515152
-0.2033776,0.2121212
-0.2033776,0.2727273
-0.2033776,0.3333333
-0.2033776,0.3939394
-0.2033776,0.4545455
-0.2033776,0.5151515
-0.2033776,0.5757576
-0.2033776,0.6363636
-0.2033776,0.6969697
-0.2033776,0.7575758
-0.2033776,0.8181818
-0.2033776,0.8787879
-0.2033776,0.9393939
-0.2033776,1
-0.2033776,1.060606
-0.2033776,1.121212
-0.2033776,1.181818
-0.2033776,1.242424
-0.2033776,1.30303
-0.2033776,1.363636
-0.2033776,1.424242
-0.2033776,1.484848
-0.2033776,1.545455
-0.2033776,1.606061
-0.2033776,1.666667
-0.2033776,1.727273
-0.2033776,1.787879
-0.2033776,1.848485
-0.2033776,1.909091
-0.2033776,1.969697
-0.2033776,2.030303
-0.2033776,2.090909
-0.2033776,2.151515
-0.2033776,2.212121
-0.2033776,2.272727
-0.2033776,2.333333
-0.2033776,2.393939
-0.2033776,2.454545
-0.2033776,2.515152
-0.2033776,2.575758
-0.2033776,2.636364
-0.2033776,2.69697
-0.2033776,2.757576
-0.2033776,2.818182
-0.2033776,2.878788
-0.2033776,2.939394
-0.2033776,3
-0.203377561,-3
-0.203377561,-2.939393939
-0.203377561,-2.878787879
-0.203377561,-2.818181818
-0.203377561,-2.757575758
-0.203377561,-2.696969697
-0.203377561,-2.636363636
-0.203377561,-2.575757576
-0.203377561,-2.515151515
-0.203377561,-2.454545455
-0.1925018,-2.393939
-0.1925018,-2.333333
-0.1925018,-2.272727
-0.1925018,-2.212121
-0.1925018,-2.151515
-0.1925018,-2.090909
-0.1925018,-2.030303
-0.1925018,-1.969697
-0.1925018,-1.909091
-0.1925018,-1.848485
-0.1925018,-1.787879
-0.1925018,-1.727273
-0.1925018,-1.666667
-0.1925018,-1.606061
-0.1925018,-1.545455
-0.1925018,-1.484848
-0.1925018,-1.424242
-0.1925018,-1.363636
-0.1925018,-1.30303
-0.1925018,-1.242424
-0.1925018,-1.181818
-0.1925018,-1.121212
-0.1925018,-1.060606
-0.1925018,-1
-0.1925018,-0.9393939
-0.1925018,-0.8787879
-0.1925018,-0.8181818
-0.1925018,-0.7575758
-0.1925018,-0.6969697
-0.1925018,-0.6363636
-0.1925018,-0.5757576
-0.1925018,-0.5151515
-0.1925018,-0.4545455
-0.1925018,-0.3939394
-0.1925018,-0.3333333
-0.1925018,-0.2727273
-0.1925018,-0.2121212
-0.1925018,-0.1515152
-0.1925018,-0.09090909
-0.1925018,-0.03030303
-0.1925018,0.03030303
-0.1925018,0.09090909
-0.1925018,0.1515152
-0.1925018,0.2121212
-0.1925018,0.2727273
-0.1925018,0.3333333
-0.1925018,0.3939394
-0.1925018,0.4545455
-0.1925018,0.5151515
-0.1925018,0.5757576
-0.1925018,0.6363636
-0.1925018,0.6969697
-0.1925018,0.7575758
-0.1925018,0.8181818
-0.1925018,0.8787879
-0.1925018,0.9393939
-0.1925018,1
-0.1925018,1.060606
-0.1925018,1.121212
-0.1925018,1.181818
-0.1925018,1.242424
-0.1925018,1.30303
-0.1925018,1.363636
-0.1925018,1.424242
-0.1925018,1.484848
-0.1925018,1.545455
-0.1925018,1.606061
-0.1925018,1.666667
-0.1925018,1.727273
-0.1925018,1.787879
-0.1925018,1.848485
-0.1925018,1.909091
-0.1925018,1.969697
-0.1925018,2.030303
-0.1925018,2.090909
-0.1925018,2.151515
-0.1925018,2.212121
-0.1925018,2.272727
-0.1925018,2.333333
-0.1925018,2.393939
-0.1925018,2.454545
-0.1925018,2.515152
-0.1925018,2.575758
-0.1925018,2.636364
-0.1925018,2.69697
-0.1925018,2.757576
-0.1925018,2.818182
-0.1925018,2.878788
-0.1925018,2.939394
-0.1925018,3
-0.192501764,-3
-0.192501764,-2.939393939
-0.192501764,-2.878787879
-0.192501764,-2.818181818
-0.192501764,-2.757575758
-0.192501764,-2.696969697
-0.192501764,-2.636363636
-0.192501764,-2.575757576
-0.192501764,-2.515151515
-0.192501764,-2.454545455
-0.181787035,-3
-0.181787035,-2.939393939
-0.181787035,-2.878787879
-0.181787035,-2.818181818
-0.181787035,-2.757575758
-0.181787035,-2.696969697
-0.181787035,-2.636363636
-0.181787035,-2.575757576
-0.181787035,-2.515151515
-0.181787035,-2.454545455
-0.181787,-2.393939
-0.181787,-2.333333
-0.181787,-2.272727
-0.181787,-2.212121
-0.181787,-2.151515
-0.181787,-2.090909
-0.181787,-2.030303
-0.181787,-1.969697
-0.181787,-1.909091
-0.181787,-1.848485
-0.181787,-1.787879
-0.181787,-1.727273
-0.181787,-1.666667
-0.181787,-1.606061
-0.181787,-1.545455
-0.181787,-1.484848
-0.181787,-1.424242
-0.181787,-1.363636
-0.181787,-1.30303
-0.181787,-1.242424
-0.181787,-1.181818
-0.181787,-1.121212
-0.181787,-1.060606
-0.181787,-1
-0.181787,-0.9393939
-0.181787,-0.8787879
-0.181787,-0.8181818
-0.181787,-0.7575758
-0.181787,-0.6969697
-0.181787,-0.6363636
-0.181787,-0.5757576
-0.181787,-0.5151515
-0.181787,-0.4545455
-0.181787,-0.3939394
-0.181787,-0.3333333
-0.181787,-0.2727273
-0.181787,-0.2121212
-0.181787,-0.1515152
-0.181787,-0.09090909
-0.181787,-0.03030303
-0.181787,0.03030303
-0.181787,0.09090909
-0.181787,0.1515152
-0.181787,0.2121212
-0.181787,0.2727273
-0.181787,0.3333333
-0.181787,0.3939394
-0.181787,0.4545455
-0.181787,0.5151515
-0.181787,0.5757576
-0.181787,0.6363636
-0.181787,0.6969697
-0.181787,0.7575758
-0.181787,0.8181818
-0.181787,0.8787879
-0.181787,0.9393939
-0.181787,1
-0.181787,1.060606
-0.181787,1.121212
-0.181787,1.181818
-0.181787,1.242424
-0.181787,1.30303
-0.181787,1.363636
-0.181787,1.424242
-0.181787,1.484848
-0.181787,1.545455
-0.181787,1.606061
-0.181787,1.666667
-0.181787,1.727273
-0.181787,1.787879
-0.181787,1.848485
-0.181787,1.909091
-0.181787,1.969697
-0.181787,2.030303
-0.181787,2.090909
-0.181787,2.151515
-0.181787,2.212121
-0.181787,2.272727
-0.181787,2.333333
-0.181787,2.393939
-0.181787,2.454545
-0.181787,2.515152
-0.181787,2.575758
-0.181787,2.636364
-0.181787,2.69697
-0.181787,2.757576
-0.181787,2.818182
-0.181787,2.878788
-0.181787,2.939394
-0.181787,3
-0.1712201,-2.393939
-0.1712201,-2.333333
-0.1712201,-2.272727
-0.1712201,-2.212121
-0.1712201,-2.151515
-0.1712201,-2.090909
-0.1712201,-2.030303
-0.1712201,-1.969697
-0.1712201,-1.909091
-0.1712201,-1.848485
-0.1712201,-1.787879
-0.1712201,-1.727273
-0.1712201,-1.666667
-0.1712201,-1.606061
-0.1712201,-1.545455
-0.1712201,-1.484848
-0.1712201,-1.424242
-0.1712201,-1.363636
-0.1712201,-1.30303
-0.1712201,-1.242424
-0.1712201,-1.181818
-0.1712201,-1.121212
-0.1712201,-1.060606
-0.1712201,-1
-0.1712201,-0.9393939
-0.1712201,-0.8787879
-0.1712201,-0.8181818
-0.1712201,-0.7575758
-0.1712201,-0.6969697
-0.1712201,-0.6363636
-0.1712201,-0.5757576
-0.1712201,-0.5151515
-0.1712201,-0.4545455
-0.1712201,-0.3939394
-0.1712201,-0.3333333
-0.1712201,-0.2727273
-0.1712201,-0.2121212
-0.1712201,-0.1515152
-0.1712201,-0.09090909
-0.1712201,-0.03030303
-0.1712201,0.03030303
-0.1712201,0.09090909
-0.1712201,0.1515152
-0.1712201,0.2121212
-0.1712201,0.2727273
-0.1712201,0.3333333
-0.1712201,0.3939394
-0.1712201,0.4545455
-0.1712201,0.5151515
-0.1712201,0.5757576
-0.1712201,0.6363636
-0.1712201,0.6969697
-0.1712201,0.7575758
-0.1712201,0.8181818
-0.1712201,0.8787879
-0.1712201,0.9393939
-0.1712201,1
-0.1712201,1.060606
-0.1712201,1.121212
-0.1712201,1.181818
-0.1712201,1.242424
-0.1712201,1.30303
-0.1712201,1.363636
-0.1712201,1.424242
-0.1712201,1.484848
-0.1712201,1.545455
-0.1712201,1.606061
-0.1712201,1.666667
-0.1712201,1.727273
-0.1712201,1.787879
-0.1712201,1.848485
-0.1712201,1.909091
-0.1712201,1.969697
-0.1712201,2.030303
-0.1712201,2.090909
-0.1712201,2.151515
-0.1712201,2.212121
-0.1712201,2.272727
-0.1712201,2.333333
-0.1712201,2.393939
-0.1712201,2.454545
-0.1712201,2.515152
-0.1712201,2.575758
-0.1712201,2.636364
-0.1712201,2.69697
-0.1712201,2.757576
-0.1712201,2.818182
-0.1712201,2.878788
-0.1712201,2.939394
-0.1712201,3
-0.171220085,-3
-0.171220085,-2.939393939
-0.171220085,-2.878787879
-0.171220085,-2.818181818
-0.171220085,-2.757575758
-0.171220085,-2.696969697
-0.171220085,-2.636363636
-0.171220085,-2.575757576
-0.171220085,-2.515151515
-0.171220085,-2.454545455
-0.160788641,-3
-0.160788641,-2.939393939
-0.160788641,-2.878787879
-0.160788641,-2.818181818
-0.160788641,-2.757575758
-0.160788641,-2.696969697
-0.160788641,-2.636363636
-0.160788641,-2.575757576
-0.160788641,-2.515151515
-0.160788641,-2.454545455
-0.1607886,-2.393939
-0.1607886,-2.333333
-0.1607886,-2.272727
-0.1607886,-2.212121
-0.1607886,-2.151515
-0.1607886,-2.090909
-0.1607886,-2.030303
-0.1607886,-1.969697
-0.1607886,-1.909091
-0.1607886,-1.848485
-0.1607886,-1.787879
-0.1607886,-1.727273
-0.1607886,-1.666667
-0.1607886,-1.606061
-0.1607886,-1.545455
-0.1607886,-1.484848
-0.1607886,-1.424242
-0.1607886,-1.363636
-0.1607886,-1.30303
-0.1607886,-1.242424
-0.1607886,-1.181818
-0.1607886,-1.121212
-0.1607886,-1.060606
-0.1607886,-1
-0.1607886,-0.9393939
-0.1607886,-0.8787879
-0.1607886,-0.8181818
-0.1607886,-0.7575758
-0.1607886,-0.6969697
-0.1607886,-0.6363636
-0.1607886,-0.5757576
-0.1607886,-0.5151515
-0.1607886,-0.4545455
-0.1607886,-0.3939394
-0.1607886,-0.3333333
-0.1607886,-0.2727273
-0.1607886,-0.2121212
-0.1607886,-0.1515152
-0.1607886,-0.09090909
-0.1607886,-0.03030303
-0.1607886,0.03030303
-0.1607886,0.09090909
-0.1607886,0.1515152
-0.1607886,0.2121212
-0.1607886,0.2727273
-0.1607886,0.3333333
-0.1607886,0.3939394
-0.1607886,0.4545455
-0.1607886,0.5151515
-0.1607886,0.5757576
-0.1607886,0.6363636
-0.1607886,0.6969697
-0.1607886,0.7575758
-0.1607886,0.8181818
-0.1607886,0.8787879
-0.1607886,0.9393939
-0.1607886,1
-0.1607886,1.060606
-0.1607886,1.121212
-0.1607886,1.181818
-0.1607886,1.242424
-0.1607886,1.30303
-0.1607886,1.363636
-0.1607886,1.424242
-0.1607886,1.484848
-0.1607886,1.545455
-0.1607886,1.606061
-0.1607886,1.666667
-0.1607886,1.727273
-0.1607886,1.787879
-0.1607886,1.848485
-0.1607886,1.909091
-0.1607886,1.969697
-0.1607886,2.030303
-0.1607886,2.090909
-0.1607886,2.151515
-0.1607886,2.212121
-0.1607886,2.272727
-0.1607886,2.333333
-0.1607886,2.393939
-0.1607886,2.454545
-0.1607886,2.515152
-0.1607886,2.575758
-0.1607886,2.636364
-0.1607886,2.69697
-0.1607886,2.757576
-0.1607886,2.818182
-0.1607886,2.878788
-0.1607886,2.939394
-0.1607886,3
-0.150481319,-3
-0.150481319,-2.939393939
-0.150481319,-2.878787879
